name,description_semantique,ingredients,instructions,category,difficulty,prep_time,taste_profile
Sydney Spicy,Cocktail tropical delicat celebrant Cachaca dans toute sa splendeur. Jus de citron vert et Triple Sec completent l'ensemble. Palette aromatique riche en frais et citrus.,"[""45ml Cachaca"", ""30ml Jus de citron vert"", ""30ml Triple Sec"", ""Lamelle de gingembre"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Tropical,Moyen,8,"{""Douceur"": 2.3, ""Acidite"": 3.5, ""Amertume"": 2.2, ""Force"": 4.4, ""Fraicheur"": 2.7}"
Oriental Elixir,Cocktail classic harmonieux celebrant Pisco dans toute sa splendeur. Jus de raisin et Amaretto completent l'ensemble. Notes dominantes de muscat avec une finale epicee.,"[""50ml Pisco"", ""45ml Jus de raisin"", ""15ml Amaretto"", ""Branche de romarin"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec branche de romarin,Classic,Facile,7,"{""Douceur"": 4.0, ""Acidite"": 1.7, ""Amertume"": 2.3, ""Force"": 4.4, ""Fraicheur"": 2.2}"
Horizon de Havana,"Un sophistique voyage sensoriel avec Gin comme guide, Eau gazeuse comme compagnon et Miel liquide comme destination. Complexite gustative revelant genievre puis agrumes.","[""50ml Gin"", ""45ml Eau gazeuse"", ""30ml Miel liquide"", ""Cerise au marasquin"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec cerise au marasquin,Digestif,Facile,7,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.1, ""Fraicheur"": 2.4}"
Tropical Adventure,Une creation audacieux ou le Cachaca dialogue avec Eau gazeuse. Triple Sec orchestre cette rencontre. Notes dominantes de frais avec une finale fraiche. Emotion pure garantie.,"[""60ml Cachaca"", ""60ml Eau gazeuse"", ""30ml Triple Sec"", ""Zeste de pamplemousse"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec zeste de pamplemousse,Modern,Facile,6,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 2.3, ""Force"": 3.8, ""Fraicheur"": 2.2}"
Thunder de Marrakech,Le caractere du Rhum brun s'exprime pleinement avec Eau gazeuse et Miel liquide dans ce cocktail tiki. Profil gustatif marque par profond et une touche de carbonated. Moment de decouverte.,"[""50ml Rhum brun"", ""30ml Eau gazeuse"", ""30ml Miel liquide"", ""Rondelle d'orange"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec rondelle d'orange,Tiki,Facile,5,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 2.2, ""Force"": 4.6, ""Fraicheur"": 3.1}"
Sunrise Mist,"Le Pisco prend vie dans ce cocktail classic, marie au Soda et sublime par Sirop simple. Attaque vive suivie de notes de fruite. Une rafraichissant decouverte.","[""50ml Pisco"", ""45ml Soda"", ""25ml Sirop simple"", ""Cerise au marasquin""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec cerise au marasquin,Classic,Difficile,5,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 2.1, ""Force"": 4.4, ""Fraicheur"": 4.5}"
Brazilian Morning,Ce cocktail classic met en valeur le Tequila reposado accompagne de Nectar de peche frais. Campari apporte une profondeur remarquable. Attaque franche suivie de notes de vanille.,"[""60ml Tequila reposado"", ""30ml Nectar de peche"", ""15ml Campari"", ""Zeste de citron"", ""Glacons"", ""Eau petillante""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec zeste de citron,Classic,Facile,4,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 4.6, ""Force"": 4.8, ""Fraicheur"": 2.8}"
The Bright Berry,Le caractere du Whisky bourbon s'exprime pleinement avec Tonic water et Grand Marnier dans ce cocktail digestif. Equilibre parfait entre caramel et caramel. Moment de decouverte.,"[""60ml Whisky bourbon"", ""45ml Tonic water"", ""30ml Grand Marnier"", ""Cerise au marasquin"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec cerise au marasquin,Digestif,Difficile,8,"{""Douceur"": 3.4, ""Acidite"": 1.5, ""Amertume"": 1.8, ""Force"": 4.2, ""Fraicheur"": 4.4}"
The Elegant Leaf,"Le Rhum ambre prend vie dans ce cocktail tropical, marie au Jus de raisin et sublime par Baileys. Palette aromatique riche en boise et fruit. Une elegant decouverte.","[""45ml Rhum ambre"", ""60ml Jus de raisin"", ""20ml Baileys"", ""Cerise au marasquin"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec cerise au marasquin,Tropical,Moyen,6,"{""Douceur"": 3.9, ""Acidite"": 1.6, ""Amertume"": 1.6, ""Force"": 4.1, ""Fraicheur"": 1.9}"
The Atlantic Rose,"Un convivial voyage sensoriel avec Brandy comme guide, Jus de citron jaune comme compagnon et Aperol comme destination. Equilibre parfait entre fruit et chaleureux.","[""45ml Brandy"", ""45ml Jus de citron jaune"", ""15ml Aperol"", ""Noix de muscade rapee"", ""Poivre noir""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Aperitif,Difficile,5,"{""Douceur"": 1.9, ""Acidite"": 3.2, ""Amertume"": 4.4, ""Force"": 4.3, ""Fraicheur"": 3.7}"
The Sweet Lightning,"Un cocktail rafraichissant a base de Rhum blanc, melange avec Jus de pomme et rehausse de Triple Sec. Notes dominantes de canne avec une finale persistante. Parfait pour les aperitifs entre amis.","[""45ml Rhum blanc"", ""45ml Jus de pomme"", ""15ml Triple Sec"", ""Quartier de fraise""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Refreshing,Facile,8,"{""Douceur"": 3.7, ""Acidite"": 1.9, ""Amertume"": 3.1, ""Force"": 4.1, ""Fraicheur"": 3.2}"
Morning de Tokyo,Un melange elegant et harmonieux de Gin avec Nectar de litchi. Le Benedictine ajoute une dimension olfactive. Notes dominantes de genievre avec une finale persistante. Recommande pour les aperitifs entre amis.,"[""50ml Gin"", ""60ml Nectar de litchi"", ""15ml Benedictine"", ""Quartier de fraise"", ""Angostura bitters""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Modern,Moyen,5,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 2.1, ""Force"": 4.2, ""Fraicheur"": 1.9}"
Maui Spritz,Laissez-vous seduire par ce rafraichissant cocktail ou Cachaca s'allie au Puree de fraise. Une pointe de Miel liquide revele des notes cachees. Notes dominantes de herbe avec une finale epicee.,"[""45ml Cachaca"", ""30ml Puree de fraise"", ""25ml Miel liquide"", ""Cerise au marasquin""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec cerise au marasquin,Tiki,Moyen,7,"{""Douceur"": 5.0, ""Acidite"": 1.6, ""Amertume"": 2.7, ""Force"": 4.2, ""Fraicheur"": 2.3}"
Sydney Zesty,Decouvrez ce cocktail convivial ou le Pisco rencontre le Jus de mangue dans une danse de saveurs. Triple Sec apporte la touche finale. Profil gustatif marque par floral et une touche de orange.,"[""45ml Pisco"", ""60ml Jus de mangue"", ""25ml Triple Sec"", ""Rondelle de citron vert"", ""Angostura bitters""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec rondelle de citron vert,Classic,Moyen,6,"{""Douceur"": 3.5, ""Acidite"": 1.5, ""Amertume"": 2.3, ""Force"": 3.7, ""Fraicheur"": 3.3}"
Morning de Cape Town,Cocktail aperitif equilibre celebrant Cognac dans toute sa splendeur. Cola et Cointreau completent l'ensemble. Sensation complexe avec des accents de chene.,"[""60ml Cognac"", ""60ml Cola"", ""20ml Cointreau"", ""Rondelle de citron vert"", ""Angostura bitters""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec rondelle de citron vert",Aperitif,Facile,4,"{""Douceur"": 3.8, ""Acidite"": 2.0, ""Amertume"": 3.1, ""Force"": 4.7, ""Fraicheur"": 2.0}"
Garden de Miami,Harmonie exotique entre Cachaca vigoureux et Eau de rose delicat. Kahlua ajoute la note parfaite. Notes dominantes de herbe avec une finale epicee. Pour les amateurs de experiences uniques.,"[""50ml Cachaca"", ""90ml Eau de rose"", ""30ml Kahlua"", ""Quartier de fraise""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Strong,Moyen,7,"{""Douceur"": 2.4, ""Acidite"": 1.5, ""Amertume"": 1.7, ""Force"": 3.8, ""Fraicheur"": 1.8}"
Jamaica Fiery,"Le Whisky irlandais prend vie dans ce cocktail tropical, marie au Jus de pamplemousse et sublime par Chartreuse verte. Notes dominantes de cereale avec une finale douce. Une convivial decouverte.","[""50ml Whisky irlandais"", ""60ml Jus de pamplemousse"", ""15ml Chartreuse verte"", ""Lamelle de gingembre"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Tropical,Difficile,6,"{""Douceur"": 3.0, ""Acidite"": 2.9, ""Amertume"": 2.4, ""Force"": 4.2, ""Fraicheur"": 2.2}"
Bangkok Golden,"Ce tropical delicat combine harmonieusement Cachaca et Ginger beer, avec une touche de Cointreau. Profil gustatif marque par vegetal et une touche de orange noble. Ideal pour un moment de relaxation.","[""45ml Cachaca"", ""45ml Ginger beer"", ""20ml Cointreau"", ""Noix de muscade rapee""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tropical,Facile,4,"{""Douceur"": 3.8, ""Acidite"": 1.8, ""Amertume"": 1.8, ""Force"": 4.5, ""Fraicheur"": 2.1}"
Tokyo Collins,"Brandy forme la base de ce cocktail subtil, enrichi par Jus de pomme et Triple Sec. Notes dominantes de fruit avec une finale epicee. Une experience unique a chaque gorgee.","[""60ml Brandy"", ""45ml Jus de pomme"", ""20ml Triple Sec"", ""Zeste de pamplemousse"", ""Sucre de canne""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de pamplemousse,Tiki,Difficile,8,"{""Douceur"": 3.5, ""Acidite"": 2.2, ""Amertume"": 2.9, ""Force"": 3.5, ""Fraicheur"": 2.2}"
Classic Rose,Harmonie rafraichissant entre Cachaca vigoureux et Puree de framboise delicat. Amaretto ajoute la note parfaite. Palette aromatique riche en herbe et vegetal. Pour les amateurs de saveurs authentiques.,"[""60ml Cachaca"", ""30ml Puree de framboise"", ""30ml Amaretto"", ""Baton de cannelle"", ""Glacons"", ""Angostura bitters""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Modern,Facile,3,"{""Douceur"": 4.0, ""Acidite"": 2.0, ""Amertume"": 2.7, ""Force"": 4.4, ""Fraicheur"": 1.8}"
Paris Pacific,"Ce cocktail equilibre revisite les classiques avec Tequila blanco, Eau gazeuse et Sirop d'orgeat. Notes dominantes de poivre avec une finale epicee. Une experience gustative.","[""45ml Tequila blanco"", ""90ml Eau gazeuse"", ""20ml Sirop d'orgeat"", ""Zeste de citron"", ""Glacons"", ""Poivre noir""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec zeste de citron,Aperitif,Moyen,7,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 2.1, ""Force"": 4.3, ""Fraicheur"": 2.6}"
The Dark Vine,"Un cocktail exotique a base de Pisco, melange avec Jus de cranberry et rehausse de Aperol. Complexite gustative revelant fruite puis muscat. Parfait pour les soirees elegantes.","[""50ml Pisco"", ""45ml Jus de cranberry"", ""25ml Aperol"", ""Baton de cannelle"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Tiki,Facile,8,"{""Douceur"": 2.9, ""Acidite"": 2.6, ""Amertume"": 4.0, ""Force"": 4.0, ""Fraicheur"": 3.3}"
The Wild Nectar,Une creation audacieux ou le Whisky bourbon dialogue avec Jus de cranberry. Campari orchestre cette rencontre. Complexite gustative revelant chene puis amer herbes. Emotion intense garantie.,"[""45ml Whisky bourbon"", ""45ml Jus de cranberry"", ""15ml Campari"", ""Zeste de citron"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec zeste de citron,Classic,Difficile,8,"{""Douceur"": 2.4, ""Acidite"": 2.8, ""Amertume"": 3.1, ""Force"": 5.0, ""Fraicheur"": 2.0}"
Santorini Punch,Un melange audacieux et delicat de Cachaca avec Jus de grenade. Le Miel liquide ajoute une dimension sensorielle. Equilibre parfait entre vegetal et frais. Recommande pour les brunchs du weekend.,"[""45ml Cachaca"", ""45ml Jus de grenade"", ""25ml Miel liquide"", ""Feuilles de menthe"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec feuilles de menthe,Refreshing,Moyen,6,"{""Douceur"": 4.9, ""Acidite"": 2.4, ""Amertume"": 3.4, ""Force"": 4.5, ""Fraicheur"": 3.3}"
Venice Bitter,Le caractere du Mezcal s'exprime pleinement avec Eau de rose et Sirop de gingembre dans ce cocktail tropical. Notes dominantes de terreux avec une finale fraiche. Moment d'exception.,"[""45ml Mezcal"", ""60ml Eau de rose"", ""20ml Sirop de gingembre"", ""Quartier de pamplemousse"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Tropical,Facile,7,"{""Douceur"": 2.7, ""Acidite"": 1.5, ""Amertume"": 3.1, ""Force"": 5.0, ""Fraicheur"": 1.9}"
The Modern Soul,"Gin forme la base de ce cocktail equilibre, enrichi par Nectar de peche et Blue Curacao. Attaque subtile suivie de notes de agrumes. Une experience exceptionnelle a chaque gorgee.","[""60ml Gin"", ""45ml Nectar de peche"", ""30ml Blue Curacao"", ""Quartier de fraise"", ""Glacons"", ""Poivre noir""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Aperitif,Facile,4,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.0, ""Fraicheur"": 1.7}"
Zesty Mist,"Un cocktail audacieux a base de Whisky bourbon, melange avec Jus de citron vert et rehausse de Amaretto. Notes dominantes de vanille avec une finale fraiche. Parfait pour les fetes.","[""60ml Whisky bourbon"", ""60ml Jus de citron vert"", ""20ml Amaretto"", ""Zeste de pamplemousse"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de pamplemousse,Digestif,Difficile,6,"{""Douceur"": 2.4, ""Acidite"": 3.9, ""Amertume"": 2.2, ""Force"": 4.5, ""Fraicheur"": 4.5}"
Wild Star,"Ce cocktail complexe revisite les classiques avec Mezcal, Eau gazeuse et Sirop de grenadine. Complexite gustative revelant fume puis carbonated. Une experience sensorielle.","[""45ml Mezcal"", ""90ml Eau gazeuse"", ""25ml Sirop de grenadine"", ""Branche de romarin"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec branche de romarin,Tropical,Facile,5,"{""Douceur"": 2.9, ""Acidite"": 1.5, ""Amertume"": 1.6, ""Force"": 4.7, ""Fraicheur"": 3.4}"
Barcelona Cooler,Laissez-vous seduire par ce rafraichissant cocktail ou Vodka s'allie au Ginger beer. Une pointe de Campari revele des notes cachees. Complexite gustative revelant neutre puis amer herbes.,"[""50ml Vodka"", ""90ml Ginger beer"", ""15ml Campari"", ""Tranche d'ananas"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec tranche d'ananas",Strong,Moyen,5,"{""Douceur"": 2.4, ""Acidite"": 1.7, ""Amertume"": 4.1, ""Force"": 4.4, ""Fraicheur"": 3.3}"
The Aromatic Escape,Decouvrez ce cocktail elegant ou le Brandy rencontre le Jus d'orange dans une danse de saveurs. Sirop simple apporte la touche finale. Notes dominantes de rond avec une finale veloutee.,"[""50ml Brandy"", ""45ml Jus d'orange"", ""25ml Sirop simple"", ""Olive verte"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Refreshing,Difficile,5,"{""Douceur"": 3.8, ""Acidite"": 2.2, ""Amertume"": 1.9, ""Force"": 4.2, ""Fraicheur"": 2.4}"
Monaco Sunrise,Un melange elegant et intense de Tequila blanco avec Jus de pomme. Le Cointreau ajoute une dimension olfactive. Equilibre parfait entre citrus et fruit. Recommande pour les celebrations.,"[""60ml Tequila blanco"", ""30ml Jus de pomme"", ""15ml Cointreau"", ""Feuilles de menthe"", ""Glacons"", ""Poivre noir""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec feuilles de menthe",Refreshing,Difficile,7,"{""Douceur"": 2.9, ""Acidite"": 1.9, ""Amertume"": 2.5, ""Force"": 3.8, ""Fraicheur"": 3.2}"
The Mystic Twilight,"Un cocktail sophistique a base de Gin, melange avec Ginger ale et rehausse de Blue Curacao. Equilibre parfait entre agrumes et orange bleue. Parfait pour les afterworks.","[""45ml Gin"", ""45ml Ginger ale"", ""15ml Blue Curacao"", ""Branche de romarin"", ""Poivre noir""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec branche de romarin,Strong,Moyen,5,"{""Douceur"": 3.1, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 3.8, ""Fraicheur"": 3.1}"
Frozen Mind,"Le Gin prend vie dans ce cocktail tropical, marie au Puree de fraise et sublime par Sirop simple. Complexite gustative revelant genievre puis herbes. Une sophistique decouverte.","[""45ml Gin"", ""45ml Puree de fraise"", ""20ml Sirop simple"", ""Fleur comestible"", ""Glacons"", ""Eau petillante""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tropical,Difficile,6,"{""Douceur"": 4.3, ""Acidite"": 1.6, ""Amertume"": 2.8, ""Force"": 3.9, ""Fraicheur"": 2.6}"
Malibu Cooler,Decouvrez ce cocktail rafraichissant ou le Cognac rencontre le Nectar de peche dans une danse de saveurs. Chartreuse verte apporte la touche finale. Notes dominantes de raisin avec une finale veloutee.,"[""45ml Cognac"", ""30ml Nectar de peche"", ""30ml Chartreuse verte"", ""Branche de romarin"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec branche de romarin",Aperitif,Difficile,4,"{""Douceur"": 3.5, ""Acidite"": 1.5, ""Amertume"": 2.7, ""Force"": 4.3, ""Fraicheur"": 2.0}"
The Fiery Rain,Ce cocktail strong met en valeur le Rhum blanc accompagne de Cola frais. Sirop d'orgeat apporte une touche d'originalite. Bouquet de tropical evoluant vers leger.,"[""50ml Rhum blanc"", ""90ml Cola"", ""30ml Sirop d'orgeat"", ""Feuilles de menthe"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec feuilles de menthe,Strong,Moyen,9,"{""Douceur"": 5.0, ""Acidite"": 2.2, ""Amertume"": 1.7, ""Force"": 4.4, ""Fraicheur"": 3.0}"
Fog de Tahiti,Creation subtil associant Whisky irlandais et Jus de cranberry avec elegance. Benedictine complete ce tableau gustatif. Bouquet de cereale evoluant vers cereale. Pour les amateurs de nouveaute.,"[""45ml Whisky irlandais"", ""90ml Jus de cranberry"", ""20ml Benedictine"", ""Branche de romarin"", ""Eau petillante""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec branche de romarin,Strong,Facile,6,"{""Douceur"": 3.0, ""Acidite"": 2.5, ""Amertume"": 2.2, ""Force"": 3.5, ""Fraicheur"": 2.6}"
The Smooth Star,"Un cocktail elegant a base de Pisco, melange avec Ginger beer et rehausse de Creme de menthe. Attaque franche suivie de notes de floral. Parfait pour les soirees elegantes.","[""50ml Pisco"", ""45ml Ginger beer"", ""20ml Creme de menthe"", ""Zeste de pamplemousse"", ""Glacons"", ""Poivre noir""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec zeste de pamplemousse,Digestif,Facile,4,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 3.7, ""Fraicheur"": 3.0}"
The French Day,"Un cocktail sophistique a base de Brandy, melange avec Jus de cranberry et rehausse de Amaretto. Notes dominantes de chaleureux avec une finale veloutee. Parfait pour les celebrations.","[""50ml Brandy"", ""45ml Jus de cranberry"", ""25ml Amaretto"", ""Baton de cannelle"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Strong,Moyen,8,"{""Douceur"": 3.3, ""Acidite"": 3.0, ""Amertume"": 1.8, ""Force"": 4.3, ""Fraicheur"": 1.6}"
Desire de Hong Kong,Laissez-vous seduire par ce rafraichissant cocktail ou Tequila blanco s'allie au Eau gazeuse. Une pointe de Campari revele des saveurs subtiles. Bouquet de agave evoluant vers poivre.,"[""45ml Tequila blanco"", ""90ml Eau gazeuse"", ""15ml Campari"", ""Quartier de fraise"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Refreshing,Moyen,7,"{""Douceur"": 1.5, ""Acidite"": 1.5, ""Amertume"": 4.1, ""Force"": 3.6, ""Fraicheur"": 3.7}"
Silver Mind,"Ce cocktail harmonieux revisite les classiques avec Rhum brun, Jus de cranberry et Blue Curacao. Sensation elegante avec des accents de profond. Une experience sensorielle.","[""45ml Rhum brun"", ""90ml Jus de cranberry"", ""30ml Blue Curacao"", ""Tranche d'ananas"", ""Glacons"", ""Sucre de canne""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec tranche d'ananas",Refreshing,Difficile,6,"{""Douceur"": 3.6, ""Acidite"": 2.8, ""Amertume"": 1.6, ""Force"": 4.6, ""Fraicheur"": 3.3}"
Santorini Mule,Decouvrez ce cocktail elegant ou le Vodka rencontre le Jus d'ananas dans une danse de saveurs. Creme de menthe apporte la touche finale. Notes dominantes de neutre avec une finale epicee.,"[""50ml Vodka"", ""60ml Jus d'ananas"", ""20ml Creme de menthe"", ""Olive verte"", ""Glacons"", ""Sel de celeri""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Aperitif,Facile,8,"{""Douceur"": 3.5, ""Acidite"": 1.5, ""Amertume"": 3.5, ""Force"": 4.7, ""Fraicheur"": 2.0}"
Hong Kong Spritz,Le caractere du Mezcal s'exprime pleinement avec Lait de coco et Campari dans ce cocktail classic. Profil gustatif marque par terreux et une touche de agave. Moment d'exception.,"[""50ml Mezcal"", ""45ml Lait de coco"", ""15ml Campari"", ""Rondelle d'orange""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec rondelle d'orange,Classic,Moyen,5,"{""Douceur"": 1.9, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.1, ""Fraicheur"": 2.7}"
Persian Nectar,Ce cocktail digestif met en valeur le Rhum blanc accompagne de Jus de raisin frais. Kahlua apporte une profondeur remarquable. Profil gustatif marque par leger et une touche de leger.,"[""60ml Rhum blanc"", ""90ml Jus de raisin"", ""25ml Kahlua"", ""Baton de cannelle"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Digestif,Moyen,6,"{""Douceur"": 4.7, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.2, ""Fraicheur"": 2.9}"
Ibiza Fresh,"Un cocktail exotique a base de Rhum blanc, melange avec Ginger ale et rehausse de Miel liquide. Equilibre parfait entre tropical et miel floral. Parfait pour les soirees elegantes.","[""50ml Rhum blanc"", ""45ml Ginger ale"", ""20ml Miel liquide"", ""Olive verte""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Classic,Moyen,6,"{""Douceur"": 4.4, ""Acidite"": 1.5, ""Amertume"": 3.1, ""Force"": 3.5, ""Fraicheur"": 2.2}"
The Secret Dusk,Decouvrez ce cocktail sophistique ou le Whisky irlandais rencontre le Jus d'ananas dans une danse de saveurs. Campari apporte la touche finale. Notes dominantes de miel avec une finale fraiche.,"[""50ml Whisky irlandais"", ""30ml Jus d'ananas"", ""30ml Campari"", ""Zeste de citron""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec zeste de citron,Tropical,Difficile,5,"{""Douceur"": 3.0, ""Acidite"": 1.6, ""Amertume"": 3.5, ""Force"": 3.7, ""Fraicheur"": 2.4}"
